发布日期,招标状态,网站链接,省份,城市,附加,关键词,标题,招标公告
2025-05-06,招标,https://www.zbytb.com/s-zb-57329315.html,陕西,咸阳市,项目报价: 156万元,"员工体检,健康体检,体检,职业健康体检,职业健康",2025年咸阳分公司员工体检、员工职业健康体检招标公告,1. 招标条件本招标项目2025年咸阳分公司员工体检、员工职业健康体检项目已由中国石油天然气股份有限公司陕西咸阳销售分公司批准，资金来自企业自筹，出资比例为100%，招标人为中国石油天然气股份有限公司陕西咸阳销售分公司。项目已具备招标条件，现对该项目的服务进行公开招标。2. 项目概况与招标范围2.1项目概况：对2025年咸阳分公司员工开展员工体检、员工职业健康体检项目。按照《健康体检机构资质资格核查管理细则》、《职业健康检查机构资质资格核查管理细则》《陕西销售公司职业健康管理办法（陕销办〔2021〕204号）》，咸阳分公司2025年员工职业健康体检和非职业健康体检预计人数共611人，其中，在册合同化员工、市场化用工在岗员工共484人，预计108.66万元；第三方用工127人，预计21.38万元；职业健康检查524人，预计26.20万元。2.2招标范围：在符合法律法规、企业标准的情况下，提供服务的体检机构必须在咸阳市主城区内有开展体检活动的实体场所，并具有能够满足本次体检要求的资质、硬件设备设施及医资力量。2.3标段（标包）划分：本项目不划分标段，需求3家服务商。2.4服务期限：从合同签订之日起至2025年12月（合同实际具体履行期限以实际为准，且在合同中说明）。2.5服务地点：咸阳市主城区内。2.6最高限价：156.24万元（含税价）。3. 投标人资格要求3.1投标人须是依照中华人民共和国法律在国内注册的法人或其他组织，具备有效的营业执照，事业单位提供有效的事业单位法人证书；三甲医院或具备同等条件的独立设置的健康体检机构，具有职业健康检查项目资质和健康体检资质的非盈利性机构。3.2资质要求：投标人须具有卫生主管部门颁发的《医疗机构执业许可证》（含职业健康体检服务内容）。3.3业绩要求：投标人近一年（2024年1月1日至投标截止日前30日）具有至少一项综合性健康体检的服务业绩（须提供合同及对应结算发票）。3.4财务要求：未被责令停产停业，无资不抵债情形；未进入清算程序，或被宣告破产，或其他丧失履约能力的情形；投标人应提供2024年度经会计师事务所或审计机构审计的财务审计报告。包括正文部分、资产负债表、利润表或称损益表、现金流量表、附注，财务审计报告上需加盖会计师事务所（或审计事务所）公章，2名中国注册会计师签字并加盖中国注册会计师章。注：成立日期晚于2024年1月1日的，从成立年开始提供。3.5信誉要求：①未被工商行政管理机关在全国企业信用信息公示系统（www.gsxt.gov.cn）中列入严重违法失信企业名单；②未被人民法院在“信用中国”网站列入失信被执行人名单；③投标人或其法定代表人、拟委任的项目负责人无行贿犯罪。3.6被中国石油天然气集团有限公司和陕西销售分公司纳入“黑名单”或限制投标的潜在投标人，其投标将会被否决。3.7联合体要求：不接受联合体投标。4．招标文件获取4.1凡有意参加投标的潜在投标人，请于北京时间2025年5月6日至2025年5月12日……报名4.2招标文件每标段售价为200元人民币，请有意参加投标的潜在投标人确认自身资格条件是否满足要求，售后不退，应自负其责。
2025-05-06,招标,https://www.zbytb.com/s-zb-57333544.html,陕西,咸阳市,陕西 » 咸阳市,"水处理药剂,药剂,延长石油集团橡胶,陕西延长,水处理",陕西延长石油集团橡胶有限公司水处理药剂供应商准入项目招标公告,陕西橡胶有限公司水处理药剂供应商准入项目准入公告（项目编号：DYZB2025-4-H099）项目所在地区：陕西省一、采购条件本入围项目陕西橡胶有限公司水处理药剂供应商准入项目，采购人为陕西橡胶有限公司，入围项目资金来自企业自筹，出资比例100%。该项目现已具备入围条件，现组织国内公开入围，特邀请有意向的潜在申请人（以下简称申请人）提出入围申请。现就有关事宜公告如下：二、入围内容和标包划分：本项目为陕西橡胶有限公司水处理药剂供应商准入，计划准入一批水处理药剂供应商单位。本项目共划分为一个标段。三、申请人资格要求1、申请人为具备承担采购项目能力的依法注册成立的境内法人或其他组织。法人或其他组织申请的，提供有效的营业执照或事业单位法人证书；分支机构申请的，提供有效的分支机构营业执照，以及有效的总公司营业执照及总公司针对本项目的授权书。2、提供基本户开户许可证或基本户证明材料。3、具备一般纳税人资格（提供如税务机关出具的一般纳税人资格证明，或近期开具的增值税专用发票记账联，或税务机关官方网站一般纳税人查询记录等有效证明材料）。4、代理商申请的，提供所投产品生产厂家，或生产厂家设立的产品销售公司，或生产厂家母公司设立的产品销售公司出具的产品代理销售授权书（销售授权书必须包含除氧缓蚀剂、阻垢缓蚀剂、除油剂、杀菌灭藻剂4种产品）；销售公司出具产品授权的，还须该销售公司提供其与生产厂家之间的有效关系证明材料。5、提供申请人或所投产品生产厂家2021年1月1日至今（以合同签订时间为准）所投产品（必须包含除氧缓蚀剂、阻垢缓蚀剂、除油剂、杀菌灭藻剂4种产品任意一种产品业绩，需提供业绩合同复印件及对应合同的至少一张发票复印件；（发票开票日期须在准入公告发布之日30日前）；6、不得列入国家企业信用信息公示系统严重违法失信企业名单（黑名单）、不得列入信用中国严重失信主体名单、不得列入中国执行信息公开网失信被执行人名单（被执行人包括申请人、法定代表人）。（提供以上三个网站四项内容查询结果截图）。7、本项目不接受联合体申请。四、入围文件的获取获取时间：从2025年5月6日到2025年5月13日。
2025-05-06,招标,https://www.zbytb.com/s-zb-57328906.html,陕西,咸阳市,项目报价: 156万元,"员工体检,健康体检,体检,中国石油天然气股份,中国石油",中国石油天然气股份有限公司陕西咸阳销售分公司2025年咸阳分公司员工体检、员工职业健康体检项目招标公告,1.招标条件本招标项目2025年咸阳分公司员工体检、员工职业健康体检项目已由中国石油天然气股份有限公司陕西咸阳销售分公司批准，资金来自企业自筹，出资比例为100%，招标人为中国石油天然气股份有限公司陕西咸阳销售分公司。项目已具备招标条件，现对该项目的服务进行公开招标。2.项目概况与招标范围2.1项目概况：对2025年咸阳分公司员工开展员工体检、员工职业健康体检项目。按照《健康体检机构资质资格核查管理细则》、《职业健康检查机构资质资格核查管理细则》《陕西销售公司职业健康管理办法（陕销办〔2021〕204号）》，咸阳分公司2025年员工职业健康体检和非职业健康体检预计人数共611人，其中，在册合同化员工、市场化用工在岗员工共484人，预计108.66万元；第三方用工127人，预计21.38万元；职业健康检查524人，预计26.20万元。2.2招标范围：在符合法律法规、企业标准的情况下，提供服务的体检机构必须在咸阳市主城区内有开展体检活动的实体场所，并具有能够满足本次体检要求的资质、硬件设备设施及医资力量。2.3标段（标包）划分：本项目不划分标段，需求3家服务商。2.4服务期限：从合同签订之日起至2025年12月（合同实际具体履行期限以实际为准，且在合同中说明）。2.5服务地点：咸阳市主城区内。2.6最高限价：156.24万元（含税价）。3.投标人资格要求3.1投标人须是依照中华人民共和国法律在国内注册的法人或其他组织，具备有效的营业执照，事业单位提供有效的事业单位法人证书；三甲医院或具备同等条件的独立设置的健康体检机构，具有职业健康检查项目资质和健康体检资质的非盈利性机构。3.2资质要求：投标人须具有卫生主管部门颁发的《医疗机构执业许可证》（含职业健康体检服务内容）。3.3业绩要求：投标人近一年（2024年1月1日至投标截止日前30日）具有至少一项综合性健康体检的服务业绩（须提供合同及对应结算发票）。3.4财务要求：未被责令停产停业，无资不抵债情形；未进入清算程序，或被宣告破产，或其他丧失履约能力的情形；投标人应提供2024年度经会计师事务所或审计机构审计的财务审计报告。包括正文部分、资产负债表、利润表或称损益表、现金流量表、附注，财务审计报告上需加盖会计师事务所（或审计事务所）公章，2名中国注册会计师签字并加盖中国注册会计师章。注：成立日期晚于2024年1月1日的，从成立年开始提供。3.5信誉要求：①未被工商行政管理机关在全国企业信用信息公示系统（www.gsxt.gov.cn）中列入严重违法失信企业名单；②未被人民法院在“信用中国”网站列入失信被执行人名单；③投标人或其法定代表人、拟委任的项目负责人无行贿犯罪。3.6被中国石油天然气集团有限公司和陕西销售分公司纳入“黑名单”或限制投标的潜在投标人，其投标将会被否决。3.7联合体要求：不接受联合体投标。4．招标文件获取4.1凡有意参加投标的潜在投标人，请于北京时间2025年5月6日至2025年5月12日内……购买。4.2招标文件每标段售价为200元人民币。
2025-05-06,招标,https://www.zbytb.com/s-zb-57329639.html,陕西,咸阳市,陕西 » 咸阳市,"延长石油集团橡胶,陕西延长,生产区域,生产辅助,业务外包",陕西延长石油集团橡胶有限公司全半钢生产区域生产辅助工序业务外包项目招标公告,陕西橡胶有限公司全半钢生产区域生产辅助工序业务外包项目招标公告（招标编号：DYZB2025-4-GF223）项目所在地区：陕西省一、招标条件本陕西橡胶有限公司全半钢生产区域生产辅助工序业务外包项目已由项目审批/核准/备案机关批准，项目资金来源为自筹。招标人为陕西橡胶有限公司。本项目已具备招标条件，现招标方式为公开招标。二、招标范围及标段划分陕西橡胶有限公司全半钢生产区域生产辅助工序业务外包项目，共划分为两个标段，一标段为全钢生产区域生产辅助工序业务外包，二标段为钢生产区域生产辅助工序业务外包。三、投标人资格要求1.投标人应为在中华人民共和国境内依法注册的法人或其他组织，具备有效的营业执照（或事业法人登记证书）。2.投标人应具备一般纳税人资格（提供如税务机关出具的一般纳税人资格证明。或近期开具的增值税专用发票记账联，或税务机关官方网站一般纳税人查询记录截图）。3.提供投标人2021年1月1日起至今（以合同签订时间为准）至少一份类似项目业绩证明材料（提供合同复印件及与合同对应的至少一张发票复印件）。4.不得列入国家企业信用信息公示系统经营异常名录、严重违法失信名单（黑名单），不得列入信用中国经营异常、严重失信主体名单，不得列入中国执行信息公开网失信被执行人名单。5.一个投标人可参与两个标段投标，但仅可中标其中一个标段。6.本项目不接受联合体投标。四、招标文件的获取获取时间：从2025年5月6日到2025年5月12日；
2025-05-06,招标,https://www.zbytb.com/s-zb-57327867.html,陕西,咸阳市,陕西 » 咸阳市,"网络设备,住院部,彩虹",谈判采购咸阳彩虹医院旧住院部改造网络设备采购公告,咸阳彩虹医院旧住院部改造网络设备采购项目已具备采购条件，现公开邀请供应商参加谈判采购活动。1.采购项目简介1.1项目名称：咸阳彩虹医院旧住院部改造网络设备采购项目1.2项目编号：25C1.3采购人：咸阳彩虹医院1.4资金落实情况：已落实1.5采购方式：谈判采购2.采购范围及相关要求2.1采购范围：咸阳彩虹医院旧住院部改造网络设备采购1项2.2分包情况、最高限价及其他要求：包号包名称数量单位最高限价（如有）最高限价单位交货期交货地点01咸阳彩虹医院旧住院部改造网络设备采购项目1项无无合同签订后30个工作日咸阳彩虹医院备注01：无3.供应商资格要求3.1  供应商应依法设立且满足如下要求：（1）供应商应是具有独立承担民事责任能力，能够向采购人提供货物和服务的法人或非法人组织；（2）供应商应具有良好的商业信誉和健全的财务会计制度；（3）供应商应具有依法缴纳税收和社会保障资金的良好记录；（4）供应商在参加本项目采购活动前三年内，在经营活动中无重大违法记录（重大违法记录是指因违法经营受到刑事处罚或责令停产停业、吊销许可证或者执照、较大数额罚款等行政处罚）；3.2  供应商不得存在下列情形之一：（1）单位负责人为同一人或者存在控股、管理关系的不同单位，不得参加同一项目分包或者未分包的同一采购项目的采购活动；（2）被“信用中国”网站列入失信被执行人和重大税收违法案件当事人名单的供应商，不得参与项目的采购活动；（3）因执行通用技术集团系统内采购项目中发生过严重违约行为或被列入通用技术集团供应商管理黑名单的，不得参与项目的采购活动；（4）供应商不得存在的其他情形：（1）单位负责人为同一人或者存在控股、管理关系的不同单位，不得参加同一项目分包或者未分包的同一采购项目的采购活动；（2）被“信用中国”网站列入失信被执行人和重大税收违法案件当事人名单的供应商，不得参与本项目的采购活动；（3）在执行通用技术集团系统内采购项目中发生过严重违约行为或被列入通用技术集团供应商管理黑名单的，不得参与本项目的采购活动；（4）供应商不得存在的其他情形：处于被责令停产停业、暂扣或者吊销执照/许可证、吊销资质证书状态；进入清算程序，或被宣告破产，或其他丧失履约能力的情形；与采购人存在可能影响采购公正性的利害关系；国家有关法律法规禁止的情形。3.3  本次采购不接受联合体投标。4.采购文件的获取4.1本项目采购文件以电子文件形式发售。4.2采购文件发售时间：2025年05月06日 16时00分到2025年05月09日 17时00分（北京时间）。
2025-05-06,招标,https://www.zbytb.com/s-zb-57322570.html,陕西,咸阳市,陕西 » 咸阳市,"控制系统,延长石油集团橡胶,国产化改造,陕西延长,国产化",陕西延长石油集团橡胶有限公司PCR钢丝压延、纤维压延自动测厚控制系统国产化改造项目招标公告,陕西橡胶有限公司PCR钢丝压延、纤维压延自动测厚控制系统国产化改造项目招标公告（招标编号：DYZB2025-4-GF224）项目所在地区：陕西省一、招标条件本陕西橡胶有限公司PCR钢丝压延、纤维压延自动测厚控制系统国产化改造项目已由项目审批/核准/备案机关批准，项目资金来源为自筹。招标人为陕西橡胶有限公司。本项目已具备招标条件，现招标方式为公开招标。二、招标范围及标段划分陕西橡胶有限公司PCR钢丝压延、纤维压延自动测厚控制系统国产化改造项目，数量2套，共划分为一个标段。三、投标人资格要求1.投标人应为在中华人民共和国境内依法注册的法人或其他组织，具备有效的营业执照（或事业法人登记证书）。2.投标人应具备一般纳税人资格（提供如税务机关出具的一般纳税人资格证明。或近期开具的增值税专用发票记账联，或税务机关官方网站一般纳税人查询记录截图）。3.提供投标人2021年1月1日至今（以合同签订时间为准）至少1份类似项目业绩，提供双方加盖公章清晰的合同复印件或扫描件。4.不得列入国家企业信用信息公示系统经营异常名录、严重违法失信名单（黑名单），不得列入信用中国经营异常、严重失信主体名单，不得列入中国执行信息公开网失信被执行人名单。5.本项目不接受联合体投标。四、招标文件的获取获取时间：从2025年5月6到2025年5月12日；
2025-05-06,招标,https://www.zbytb.com/s-zb-57309290.html,陕西,咸阳市,资质: 房屋建筑工程监理甲级,"监理,城中村改造,阳高",咸阳高新区两寺渡村城中村改造项目三标段监理招标公告,"1.招标条件本招标项目咸阳高新区两寺渡村城中村改造项目三标段监理已由咸阳高新技术产业开发区行政审批服务局以咸高新行审发【2024】163号批准建设，招标人(项目业主)为咸阳两寺片区建设开发有限公司，建设资金来自自筹和财政，项目出资比例为国有资金50.00%、自筹资金50.00%。项目已具备招标条件，现对该项目进行公开招标，特邀请有意愿的潜在投标人（以下简称申请人）提出资格预审申请。2.项目概况与招标范围2.1 建设地点：(请登录)2.2 工程规模：新建安置小区1#、9#、10#、16#、17#楼，及地下车库，总建筑面积132009.55㎡，地下面积23723.52㎡，地上面积108286.03㎡；2.3 项目投资总额：4058851000元，（其中本次招标工程估算2800000元）；2.4 计划工期：700日历天；2.5 标段划分：标段1:  标段名称: 咸阳高新区两寺渡村城中村改造项目三标段监理;标段编号: E6104003516ite5ox53b001;标段类型: 监理;；2.6 招标范围：标段1:（1）工程类别：房屋建筑工程； （2）招标类型：监理； （3）招标范围和内容：本次招标为咸阳高新区两寺渡村城中村改造项目三标段施工全过程监理服务。；2.7 其他：/。3.申请人资格要求3.1 标段名称：咸阳高新区两寺渡村城中村改造项目三标段监理：本次资格预审要求申请人具备【工程监理综合类资质甲级】及以上,或【房屋建筑工程监理甲级】及以上资质，并在人员、设备、资金等方面具备相应的监理能力。其中，投标人拟派项目总监理工程师具备【房屋建筑工程注册监理工程师】及以上执业资格且未担任其他在建工程项目的总监理工程师。申请人须具备合法有效的营业执照。企业近五年具有类似项目业绩。。3.2标段名称：咸阳高新区两寺渡村城中村改造项目三标段监理： 本次资格预审不接受联合体资格预审申请。3.3 各投标人均可就本招标项目上述标段中的 1  个标段投标，但最多允许中标   1                                    个标段 （适用于分标段的招标项目）。……4.资格预审方式本次资格预审采用 有限数量制。5.资审文件的获取5.1 请于2025-05-06 08:00起至2025-05-12 18:00……下载资审文件。"
2025-05-06,招标,https://www.zbytb.com/s-zb-57332686.html,陕西,咸阳市,陕西 » 咸阳市,"信息安全,安全保障,技术研究",灾害防控全过程信息安全保障技术研究项目第2次招标招标公告,矿****公司，项目已具备招标条件。陕西秦源招****公司受陕西彬长矿****公司的委托**2．项目名称、招标范围********项目名称：灾害防控全过程信息安全保障技术研究项目********招标编号：0866-25C3SXQY********.3项目概况：基于彬长小庄矿、胡家河矿、孟村矿实际情况，充分论证工程试验...
2025-05-06,招标,https://www.zbytb.com/s-zb-57322496.html,陕西,咸阳市,陕西 » 咸阳市,"维保服务,物流,监控,设备维修维保,航空物流",航空物流公司监控设施设备维修维保服务采购公告,航空物流公司监控设施设备维修维保服务采购项目【采购公告】航空物流公司监控设施设备维修维保服务采购项目采购公告1.采购条件项目已具备采购条件，现对该(批)项目进行公开采购。2.项目概况(1)项目名称：航空物流公司监控设施设备维修维保服务采购项目；(2)项目单位：物流公司本部    ；(3)采购编号：物流公司-2025-8239；(4)项目内容 ：1.基本情况：航空物流公司目前分为A、B、C三个货运区及一个业务用房，其中A区涵盖A01库、A02库、A03库，安防系统分别于2012年、2013年、2017年通过公司和第三方安防专业机构验收和检测。B区涵盖西货运区及贴建办公楼；2024年通过公司和第三方安防专业机构验收和检测。C区涵盖东货运区及贴建办公楼，2024年通过公司和第三方安防专业机构验收和检测。业务用房涵盖办公楼和驻勤楼，2025年通过公司和第三方安防专业机构验收和检测。2.监控设施设备数量：A区安防点位共计461个（其中A01、A02品牌为海康，A03品牌为博世），B区安防点位共计332个（品牌为宇视），C区安防点位共计756个（品牌为宇视），业务用房安防点位共计273个（品牌为宇视），车辆监控22个（图敏智能 ）。3.维修、维保内容：具体要求内容详见第五章采购需求部分。；(5)建设地点：咸阳；(6)质量标准：详见采购文件；(7)计划工期/计划供货期/计划服务期：365天(日历天)；3.供应商资格条件3.1须是中华人民共和国境内正式注册并具有有效独立法人资格的法人或其他组织，并在资金、人员、技术以及配备与安全防范系统维护保养工作相适应的器具、设备、仪器仪表及必要的备品备件等方面具有相应的能力;3.2单位负责人为同一人或者存在控股、管理关系的不同单位，不得同时参加本项目；3.3具有安防系统工程师认证的专业人员不少于2人；3.4需具备高处作业资质人员；3.5需建立完善的维护保养体系。4.采购文件的获取请各申请人于 2025年05月06日 16:00至2025年05月19日 10:00获取采购文件。
2025-05-06,招标,https://www.zbytb.com/s-zb-57324044.html,陕西,咸阳市,项目报价: 96万元,"视频内窥镜,工业视频,内窥镜,内窥,窥镜",智能工业视频内窥镜竞争性谈判公告,（一）项目名称：智能工业视频内窥镜（二）项目编号：GYS（三）最高限价：96万元（四）采购数量：2套（五）主要功能及技术指标：主要用于孔探检查压气机、燃烧室、涡轮等重要机件，并将检查发现的疑似问题进行拍照、尺寸测量。详见《技术要求》（购买竞争性谈判文件后提供）。设备应符合国家标准及行业规范的要求，功能及其性能参数应满足我方现场使用需求及设备技术要求。二、资格能力条件（一）资质要求：本次竞争性谈判要求供应商须具备独立法人资格，供应商为企业的，应提供营业执照复印件，供应商为依法允许经营的事业单位的，应提交事业单位法人证书的复印件。营业执照或事业单位法人证书应处于有效期，并具有与本竞争性谈判项目相应的供货能力。（二）财务要求：供应商需提供开户银行与账号、经会计师事务所审计的近三年度财务审计报告（含销售收入、固定资产）、银行开具的资信证明、纳税信用级别及以往工作业绩证明等。供应商成立少于1年的，应提供成立以来财务状况表。（三）业绩要求：供应商需提供近三年参数相同或接近的国内同类设备销售收入、设备数量、用户名单等（提供不少于3份合同复印件）。（四）信誉要求：供应商未被工商行政管理机关在全国企业信用信息公示系统中列入严重违法失信企业名单，未被最高人民法院在“信用中国”网站（www.creditchina. gov.cn）或各级信用信息共享平台中列入失信被执行人名单，在近三年内供应商及其法定代表人、拟委任的项目负责人均无违规行贿犯罪行为。（五）其它要求：本项目接受代理商响应、一个制造商对同一品牌同一型号的设备，仅能委托一个代理商参加响应，代理商响应时，须提供设备制造商出具的唯一授权书。（六）本次竞争性谈判不接受联合体响应。三、谈判文件售价每份人民币200元（售后不退）。四、购买文件时间（一）所有符合以上条件并愿意参加此项目响应的供应商请于2025年05月06日起到2025  年05月12日止，每日上午09时至12时，下午13时至17时（北京时间，公休日及节假日除外）……购买竞争性谈判文件。
2025-05-06,招标,https://www.zbytb.com/s-zb-57315897.html,陕西,咸阳市,资质: 公路路面工程专业承包,"中铁一局,铁路建设,铁路隧道,附属工程,咸阳市",中铁一局集团铁路建设有限公司咸阳市二厂路下穿陇海铁路隧道工程项目北侧小广场土方及附属工程招标公告,1．项目概况与招标范围1.1项目概况：建筑垃圾装车及外运、土方开挖及回填、100厚6mm粒径C25彩色强固透水混凝土、草 花及花箱、阀门管件、坐凳、垃圾桶、大理石桌凳、石灰稳定土及级配砂石垫层、人工清理地面 等北侧小广场土方及附属工程施工内容。1.2计划工期：2025年5月30日—2025年7月13日1.3招标范围及标段划分招标范围：咸阳市二厂路下穿陇海铁路隧道工程项目北侧小广场土方及附属工程。标段划分：标段共划分为一个标段，具体工程量见工程量清单报价表。2．投标人资格要求2.1本次招标要求投标人具备的条件：2.1.1基本要求中华人民共和国境内(不含港澳台地区)合法注册的独立法人。投标人必须能开具增值税专用发票，优先考虑一般纳税人。本次招标不接受联合体投标。2.1.2资质要求本次招标要求投标人须具备，公路路面工程专业承包资质，在中铁一局集团公司注册的《合格劳务分包方名册》中，并在人员、设备、资金等方面具有相应的施工能力。2.1.3业绩要求近三年(2022年5月至2025年5月)承担过或正在承担1项及以上类似工程的业绩，且信誉良好，近三年内无质量、安全事故，无各类刑事或经济诉讼类案件。3．招标文件发售时间为2025年5月12日至2025年5月17日……
2025-05-06,招标,https://www.zbytb.com/s-zb-57321788.html,陕西,咸阳市,项目报价: 203万元,"配电系统,变配电系统,变配电,厂房",109厂房变配电系统招标公告,公司，招标项目资金来源为工厂自筹，现对该项目进行公开招标，在“中国****网”发布“109厂房变配电系统采购项目招标公告”，开展公开招标工作。招标内容（一）项目名称：109厂房变配电系统（二）招标编号：GYSDZB-GY-2025-004（三）最高限价：设备最高限价********元（四）采购数量：高压固体绝缘开...
2025-05-06,招标,https://www.zbytb.com/s-zb-57336497.html,陕西,咸阳市,项目报价: 45万元,"加工中心,转台",加工中心用转台竞争性谈判公告,一、竞争性谈判内容（一）项目名称：加工中心用转台（二）项目编号：GYSDTP-GY-2025-10（三）最高限价： 45万元 （四）采购数量： 1套 （五）技术指标要求：本项目为交钥匙工程。该转台用来配合原装进口瑞士豪泽的坐标磨床（H45-400）磨削各类中、小型零件，实现各类零件的分度回转、端面磨削和弧面磨削、内孔、外圆磨削，满足零件的回转加工要求。安装该转台及驱动用软硬件后可实现零件的精密及高表面质量磨削。（购买竞争性谈判文件后提供）。设备应符合国家标准及行业规范的要求，功能及其性能参数应满足我方技术要求。二、资格能力条件（一）资质要求：本次竞争性谈判要求供应商须具备独立法人资格，供应商应提供营业执照复印件。营业执照证书应处于有效期，并具有与本竞争性谈判项目相应的供货能力。（二）财务要求：供应商需提供开户银行与账号、经会计师事务所审计的近三年度财务审计报告（含销售收入、固定资产）、银行开具的资信证明、纳税信用级别及以往工作业绩证明等。供应商成立少于1年的，应提供成立以来财务状况表。（三）业绩要求：供应商需提供近三年参数相同或接近的设备销售收入、数量、用户名单、时间、联系人及联系方式等（提供3份以上合同复印件）。（四）信誉要求：供应商未被工商行政管理机关在全国企业信用信息公示系统中列入严重违法失信企业名单，未被最高人民法院在“****网站（******** ********）或各级信用信息共享平台中列入失信被执行人名单，在近三年内供应商及其法定代表人、拟委任的项目负责人均无违规行贿犯罪行为。（五）其它要求：本项目接受代理商响应、一个制造商对同一品牌同一型号的设备，仅能委托**时，须提供设备制造商出具的唯一授权书。（六）本次竞争性谈判不接受联合体响应。
2025-05-06,招标,https://www.zbytb.com/s-zb-57336498.html,陕西,咸阳市,项目报价: 94万元,"检测系统,视觉检测系统,视觉检测,系统设备,叶片",叶片机器视觉检测系统设备二次竞争性谈判公告,一、竞争性谈判内容（一）项目名称：叶片机器视觉检测系统设备（二）项目编号：GYSDTP-G（三）最高限价： 94万元（四）采购数量： 1套（五）技术指标要求：采用Cascade R-CNN目标检测模型对采集数据进行训练，利用卷积块注意模块，提高系统对异常情况的感知能力。通过各角度及位姿工业相机，对运动中叶片实时获取图片，并结合数据库内容进行检测比对。（购买竞争性谈判文件后提供）。设备应符合国家标准及行业规范的要求，功能及其性能参数应满足我方技术要求。二、资格能力条件（一）资质要求：本次竞争性谈判要求供应商须具备独立法人资格，供应商应提供营业执照复印件。营业执照证书应处于有效期，并具有与本竞争性谈判项目相应的供货能力。（二）财务要求：供应商需提供开户银行与账号、经会计师事务所审计的近三年度（2022-2024年度）财务审计报告（含销售收入、固定资产）、银行开具的资信证明、纳税信用级别及以往工作业绩证明等。供应商成立少于1年的，应提供成立以来财务状况表。（三）业绩要求：供应商需提供近三年参数相同或接近的设备销售收入、数量、用户名单、时间、联系人及联系方式等（提供3份以上合同复印件）。（四）信誉要求：供应商未被工商行政管理机关在全国企业信用信息公示系统中列入严重违法失信企业名单，未被最高人民法院在“信用中国”网站（www.creditchina. gov.cn）或各级信用信息共享平台中列入失信被执行人名单，在近三年内供应商及其法定代表人、拟委任的项目负责人均无违规行贿犯罪行为。（五）其它要求：本项目接受代理商响应、一个制造商对同一品牌同一型号的设备，仅能委托一个代理商参加响应，代理商响应时，须提供设备制造商出具的唯一授权书。（六）本次竞争性谈判不接受联合体响应。三、谈判文件售价每份人民币200元（售后不退）。四、购买文件时间和地点（一）所有符合以上条件并愿意参加此项目响应的供应商请于 2025 年5月6日起到 2025 年5月12日止，每日上午09时至12时，下午13时至17时（北京时间，公休日及节假日除外）……报名。
